invoice_id,issue_date,vendor_cnpj,vendor_name,invoice_value,cfop,icms_rate,calculated_icms
230,2026-04-28,03.123.456/0001-03,Supplier Enterprise 03 Ltd,5624.609999889412,5102,0.12,674.9531999867295
231,2026-04-25,01.123.456/0001-01,Supplier Enterprise 01 Ltd,3934.6231051299897,5102,0.12,472.15477261559874
232,2026-04-07,05.123.456/0001-05,Supplier Enterprise 05 Ltd,11817.619971035996,5405,0.12,1418.1143965243195
233,2026-04-30,02.123.456/0001-02,Supplier Enterprise 02 Ltd,4484.687515447973,5405,0.12,807.2437527806352
234,2026-04-01,05.123.456/0001-05,Supplier Enterprise 05 Ltd,12427.907618448337,5405,0.12,1491.3489142138003
235,2026-04-01,08.123.456/0001-08,Supplier Enterprise 08 Ltd,6644.204677907061,5102,0.12,797.3045613488473
236,2026-04-25,09.123.456/0001-09,Supplier Enterprise 09 Ltd,10179.473539726321,6102,0.12,1221.5368247671586
237,2026-04-27,02.123.456/0001-02,Supplier Enterprise 02 Ltd,1885.2620506026885,6102,0.12,226.23144607232263
238,2026-04-30,03.123.456/0001-03,Supplier Enterprise 03 Ltd,9545.960207810309,5405,0.12,1145.515224937237
239,2026-04-25,03.123.456/0001-03,Supplier Enterprise 03 Ltd,7050.631341689822,5405,0.12,846.0757610027786
240,2026-04-20,01.123.456/0001-01,Supplier Enterprise 01 Ltd,9005.822716044375,6102,0.12,1080.6987259253249
241,2026-04-13,08.123.456/0001-08,Supplier Enterprise 08 Ltd,2936.2060123005194,6102,0.12,352.3447214760623
242,2026-04-09,06.123.456/0001-06,Supplier Enterprise 06 Ltd,11184.669301690641,5405,0.12,1342.1603162028769
243,2026-04-03,08.123.456/0001-08,Supplier Enterprise 08 Ltd,13010.557624376814,5405,0.12,1561.2669149252176
244,2026-04-07,09.123.456/0001-09,Supplier Enterprise 09 Ltd,3642.7271013162467,6102,0.12,437.1272521579496
245,2026-04-06,05.123.456/0001-05,Supplier Enterprise 05 Ltd,1887.861055042345,5102,0.12,226.5433266050814
246,2026-04-08,03.123.456/0001-03,Supplier Enterprise 03 Ltd,842.7594976718777,5405,0.12,101.13113972062533
247,2026-04-27,05.123.456/0001-05,Supplier Enterprise 05 Ltd,9808.586756427358,6102,0.12,1177.030410771283
248,2026-04-09,05.123.456/0001-05,Supplier Enterprise 05 Ltd,9302.86352328732,6102,0.12,1116.3436227944783
249,2026-04-30,05.123.456/0001-05,Supplier Enterprise 05 Ltd,8427.112484354016,6102,0.12,1011.2534981224819
250,2026-04-05,03.123.456/0001-03,Supplier Enterprise 03 Ltd,3863.2328936816434,6102,0.12,463.58794724179717
251,2026-04-01,10.123.456/0001-10,Supplier Enterprise 10 Ltd,6168.136940629963,5102,0.12,740.1764328755955
252,2026-04-19,04.123.456/0001-04,Supplier Enterprise 04 Ltd,9119.90686019951,6102,0.12,1094.388823223941
253,2026-04-10,09.123.456/0001-09,Supplier Enterprise 09 Ltd,7703.119453457956,5405,0.12,924.3743344149548
254,2026-04-12,10.123.456/0001-10,Supplier Enterprise 10 Ltd,14822.890043115865,5102,0.12,1778.7468051739038
255,2026-04-24,09.123.456/0001-09,Supplier Enterprise 09 Ltd,2478.37641207263,6102,0.12,297.4051694487156
256,2026-04-15,02.123.456/0001-02,Supplier Enterprise 02 Ltd,10579.59603369011,5102,0.12,1269.551524042813
257,2026-04-27,08.123.456/0001-08,Supplier Enterprise 08 Ltd,6362.622137512236,5405,0.12,763.5146565014683
258,2026-04-22,08.123.456/0001-08,Supplier Enterprise 08 Ltd,6708.894416421414,6102,0.12,805.0673299705696
259,2026-04-24,07.123.456/0001-07,Supplier Enterprise 07 Ltd,10905.167602043555,5405,0.12,1308.6201122452267
260,2026-04-09,08.123.456/0001-08,Supplier Enterprise 08 Ltd,10540.32419420336,6102,0.12,1264.8389033044032
261,2026-04-20,03.123.456/0001-03,Supplier Enterprise 03 Ltd,14873.211908681731,6102,0.12,1784.7854290418077
262,2026-04-17,06.123.456/0001-06,Supplier Enterprise 06 Ltd,2361.717197084816,6102,0.12,283.4060636501779
263,2026-04-30,01.123.456/0001-01,Supplier Enterprise 01 Ltd,2009.5899160704118,6102,0.12,241.1507899284494
264,2026-04-17,07.123.456/0001-07,Supplier Enterprise 07 Ltd,11002.912848366746,6102,0.12,1320.3495418040095
265,2026-04-26,01.123.456/0001-01,Supplier Enterprise 01 Ltd,8886.610296592931,5102,0.12,1066.3932355911518
266,2026-04-20,09.123.456/0001-09,Supplier Enterprise 09 Ltd,4475.329665117185,6102,0.12,537.0395598140622
267,2026-04-12,01.123.456/0001-01,Supplier Enterprise 01 Ltd,1651.5808503403057,6102,0.12,198.18970204083666
268,2026-04-30,01.123.456/0001-01,Supplier Enterprise 01 Ltd,1742.0446191482429,5102,0.12,209.04535429778915
269,2026-04-07,07.123.456/0001-07,Supplier Enterprise 07 Ltd,13465.767682629716,5102,0.12,1615.892121915566
270,2026-04-02,02.123.456/0001-02,Supplier Enterprise 02 Ltd,3282.076208421772,5102,0.12,393.84914501061263
271,2026-04-03,05.123.456/0001-05,Supplier Enterprise 05 Ltd,5188.887650675051,5102,0.12,622.6665180810061
272,2026-04-17,08.123.456/0001-08,Supplier Enterprise 08 Ltd,3786.517832291326,5102,0.12,454.38213987495914
273,2026-04-05,08.123.456/0001-08,Supplier Enterprise 08 Ltd,5647.446434563091,5102,0.12,1016.5403582213563
274,2026-04-17,03.123.456/0001-03,Supplier Enterprise 03 Ltd,1506.6457198183539,6102,0.12,271.1962295673037
275,2026-04-24,07.123.456/0001-07,Supplier Enterprise 07 Ltd,8026.36696816992,6102,0.12,963.1640361803904
276,2026-04-17,03.123.456/0001-03,Supplier Enterprise 03 Ltd,1480.382172087116,5405,0.12,177.64586065045393
277,2026-04-27,06.123.456/0001-06,Supplier Enterprise 06 Ltd,12105.169363424242,6102,0.12,1452.620323610909
278,2026-04-17,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3888.825187701279,6102,0.12,466.65902252415344
279,2026-04-02,03.123.456/0001-03,Supplier Enterprise 03 Ltd,8330.172761765403,5102,0.12,999.6207314118484
280,2026-04-02,07.123.456/0001-07,Supplier Enterprise 07 Ltd,13261.146769641146,5102,0.12,1591.3376123569374
281,2026-04-28,03.123.456/0001-03,Supplier Enterprise 03 Ltd,9937.721851184315,6102,0.12,1192.5266221421177
282,2026-04-22,08.123.456/0001-08,Supplier Enterprise 08 Ltd,8227.88790499436,5405,0.12,987.3465485993232
283,2026-04-23,10.123.456/0001-10,Supplier Enterprise 10 Ltd,5202.839420172946,5102,0.12,624.3407304207535
284,2026-04-05,04.123.456/0001-04,Supplier Enterprise 04 Ltd,5328.52773934387,6102,0.12,639.4233287212644
285,2026-04-01,01.123.456/0001-01,Supplier Enterprise 01 Ltd,10207.560850373757,6102,0.12,1224.9073020448507
286,2026-04-01,04.123.456/0001-04,Supplier Enterprise 04 Ltd,14915.02073770693,5405,0.12,1789.8024885248315
287,2026-04-19,07.123.456/0001-07,Supplier Enterprise 07 Ltd,10096.66825281599,5405,0.12,1211.6001903379188
288,2026-04-30,04.123.456/0001-04,Supplier Enterprise 04 Ltd,8587.85955186536,5102,0.12,1030.5431462238432
289,2026-04-02,06.123.456/0001-06,Supplier Enterprise 06 Ltd,11094.432398469069,5405,0.12,1331.3318878162881
290,2026-04-21,09.123.456/0001-09,Supplier Enterprise 09 Ltd,7245.481378113913,6102,0.12,869.4577653736695
291,2026-04-12,01.123.456/0001-01,Supplier Enterprise 01 Ltd,1372.0639677113857,6102,0.12,164.64767612536627
292,2026-04-26,05.123.456/0001-05,Supplier Enterprise 05 Ltd,8653.303830229692,5405,0.12,1038.396459627563
293,2026-04-06,07.123.456/0001-07,Supplier Enterprise 07 Ltd,14385.566625328012,5405,0.12,1726.2679950393615
294,2026-04-23,01.123.456/0001-01,Supplier Enterprise 01 Ltd,3041.892664186065,5405,0.12,365.02711970232775
295,2026-04-04,04.123.456/0001-04,Supplier Enterprise 04 Ltd,10505.070916899653,5405,0.12,1260.6085100279583
296,2026-04-23,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3413.538485556319,5102,0.12,409.62461826675826
297,2026-04-11,02.123.456/0001-02,Supplier Enterprise 02 Ltd,8269.501424859678,5405,0.12,992.3401709831613
298,2026-04-24,10.123.456/0001-10,Supplier Enterprise 10 Ltd,1901.8085198774345,5102,0.12,228.21702238529213
299,2026-04-27,05.123.456/0001-05,Supplier Enterprise 05 Ltd,7030.378575743684,6102,0.12,843.6454290892422
300,2026-04-17,10.123.456/0001-10,Supplier Enterprise 10 Ltd,11464.368268981068,5405,0.12,1375.7241922777282
301,2026-04-06,01.123.456/0001-01,Supplier Enterprise 01 Ltd,5539.78710146524,5102,0.12,664.7744521758287
302,2026-04-24,06.123.456/0001-06,Supplier Enterprise 06 Ltd,10141.22000506466,5405,0.12,1216.9464006077592
303,2026-04-05,06.123.456/0001-06,Supplier Enterprise 06 Ltd,12034.024431451073,6102,0.12,1444.0829317741286
304,2026-04-20,04.123.456/0001-04,Supplier Enterprise 04 Ltd,13944.078382452064,6102,0.12,1673.2894058942477
305,2026-04-02,08.123.456/0001-08,Supplier Enterprise 08 Ltd,3902.3101869040765,6102,0.12,468.27722242848915
306,2026-04-06,04.123.456/0001-04,Supplier Enterprise 04 Ltd,6290.080779234968,5405,0.12,1132.2145402622941
307,2026-04-22,08.123.456/0001-08,Supplier Enterprise 08 Ltd,2710.032193291053,5405,0.12,325.2038631949263
308,2026-04-11,08.123.456/0001-08,Supplier Enterprise 08 Ltd,14891.010781296442,5102,0.12,1786.9212937555728
309,2026-04-16,05.123.456/0001-05,Supplier Enterprise 05 Ltd,13941.514034902282,6102,0.12,1672.981684188274
310,2026-04-16,04.123.456/0001-04,Supplier Enterprise 04 Ltd,8329.378389068115,5405,0.12,999.5254066881738
311,2026-04-01,02.123.456/0001-02,Supplier Enterprise 02 Ltd,12709.482768458109,6102,0.12,1525.137932214973
312,2026-04-09,03.123.456/0001-03,Supplier Enterprise 03 Ltd,8053.890670444612,6102,0.12,966.4668804533534
313,2026-04-28,03.123.456/0001-03,Supplier Enterprise 03 Ltd,9541.992476040015,5102,0.12,1145.0390971248019
314,2026-04-27,04.123.456/0001-04,Supplier Enterprise 04 Ltd,1792.3042656822408,5102,0.12,215.0765118818689
315,2026-04-06,04.123.456/0001-04,Supplier Enterprise 04 Ltd,11451.421097203714,5102,0.12,1374.1705316644457
316,2026-04-16,10.123.456/0001-10,Supplier Enterprise 10 Ltd,2351.845512710905,5102,0.12,282.2214615253086
317,2026-04-29,05.123.456/0001-05,Supplier Enterprise 05 Ltd,12477.980638661662,6102,0.12,1497.3576766393994
318,2026-04-03,04.123.456/0001-04,Supplier Enterprise 04 Ltd,11839.407271220596,5102,0.12,1420.7288725464714
319,2026-04-20,10.123.456/0001-10,Supplier Enterprise 10 Ltd,10776.798117273158,5102,0.12,1293.215774072779
320,2026-04-28,08.123.456/0001-08,Supplier Enterprise 08 Ltd,1024.3255176090506,5102,0.12,122.91906211308607
321,2026-04-27,06.123.456/0001-06,Supplier Enterprise 06 Ltd,4895.361161207265,5102,0.12,587.4433393448717
322,2026-04-04,06.123.456/0001-06,Supplier Enterprise 06 Ltd,4315.132263707222,6102,0.12,517.8158716448665
323,2026-04-19,08.123.456/0001-08,Supplier Enterprise 08 Ltd,5721.977908337027,5102,0.12,686.6373490004432
324,2026-04-26,07.123.456/0001-07,Supplier Enterprise 07 Ltd,1770.819828075659,6102,0.12,212.49837936907906
325,2026-04-03,10.123.456/0001-10,Supplier Enterprise 10 Ltd,14085.888433950411,5405,0.12,1690.3066120740493
326,2026-04-19,10.123.456/0001-10,Supplier Enterprise 10 Ltd,8530.132490329455,6102,0.12,1023.6158988395346
327,2026-04-20,08.123.456/0001-08,Supplier Enterprise 08 Ltd,4930.102504541342,6102,0.12,591.6123005449609
328,2026-04-07,02.123.456/0001-02,Supplier Enterprise 02 Ltd,6256.23199757711,5102,0.12,750.7478397092532
329,2026-04-20,09.123.456/0001-09,Supplier Enterprise 09 Ltd,6984.436837320117,5405,0.12,838.132420478414
330,2026-04-09,01.123.456/0001-01,Supplier Enterprise 01 Ltd,9208.617833728951,5405,0.12,1105.034140047474
331,2026-04-01,08.123.456/0001-08,Supplier Enterprise 08 Ltd,7977.351701599217,5405,0.12,957.2822041919061
332,2026-04-08,04.123.456/0001-04,Supplier Enterprise 04 Ltd,13831.18361160905,5405,0.12,1659.742033393086
333,2026-04-07,04.123.456/0001-04,Supplier Enterprise 04 Ltd,7705.970502134539,6102,0.12,924.7164602561446
334,2026-04-18,05.123.456/0001-05,Supplier Enterprise 05 Ltd,14886.291214938034,5405,0.12,1786.354945792564
335,2026-04-08,08.123.456/0001-08,Supplier Enterprise 08 Ltd,12845.661887303888,6102,0.12,1541.4794264764664
336,2026-04-01,05.123.456/0001-05,Supplier Enterprise 05 Ltd,3523.402458181369,6102,0.12,422.8082949817643
337,2026-04-11,08.123.456/0001-08,Supplier Enterprise 08 Ltd,13993.630612336785,6102,0.12,2518.853510220621
338,2026-04-28,10.123.456/0001-10,Supplier Enterprise 10 Ltd,2187.3127693394035,5405,0.12,262.4775323207284
339,2026-04-25,01.123.456/0001-01,Supplier Enterprise 01 Ltd,12353.020773122278,5102,0.12,1482.3624927746732
340,2026-04-25,10.123.456/0001-10,Supplier Enterprise 10 Ltd,6019.037755410412,5102,0.12,722.2845306492494
341,2026-04-18,09.123.456/0001-09,Supplier Enterprise 09 Ltd,13230.627646453508,5405,0.12,1587.675317574421
342,2026-04-23,06.123.456/0001-06,Supplier Enterprise 06 Ltd,13086.82200655803,5102,0.12,1570.4186407869636
343,2026-04-30,03.123.456/0001-03,Supplier Enterprise 03 Ltd,12185.918301705507,5102,0.12,1462.3101962046608
344,2026-04-10,08.123.456/0001-08,Supplier Enterprise 08 Ltd,11955.44132645239,6102,0.12,2151.97943876143
345,2026-04-03,09.123.456/0001-09,Supplier Enterprise 09 Ltd,4917.847516921592,6102,0.12,590.141702030591
346,2026-04-07,06.123.456/0001-06,Supplier Enterprise 06 Ltd,1673.3296042431566,5405,0.12,200.7995525091788
347,2026-04-28,07.123.456/0001-07,Supplier Enterprise 07 Ltd,6343.212592094841,5405,0.12,761.1855110513809
348,2026-04-16,01.123.456/0001-01,Supplier Enterprise 01 Ltd,3016.105467304376,5102,0.12,361.9326560765251
349,2026-04-26,05.123.456/0001-05,Supplier Enterprise 05 Ltd,10576.790789085695,6102,0.12,1269.2148946902832
350,2026-04-16,05.123.456/0001-05,Supplier Enterprise 05 Ltd,5518.44603479789,5405,0.12,993.3202862636201
351,2026-04-25,10.123.456/0001-10,Supplier Enterprise 10 Ltd,14646.347912468766,5405,0.12,1757.5617494962519
352,2026-04-20,04.123.456/0001-04,Supplier Enterprise 04 Ltd,9794.095121507315,5405,0.12,1175.2914145808777
353,2026-04-28,06.123.456/0001-06,Supplier Enterprise 06 Ltd,12425.968172698234,5405,0.12,1491.1161807237881
354,2026-04-17,07.123.456/0001-07,Supplier Enterprise 07 Ltd,2421.607754756802,5405,0.12,290.59293057081624
355,2026-04-02,09.123.456/0001-09,Supplier Enterprise 09 Ltd,12999.209992953027,5405,0.12,1559.9051991543631
356,2026-04-01,01.123.456/0001-01,Supplier Enterprise 01 Ltd,13879.979262444218,5102,0.12,1665.597511493306
357,2026-04-16,06.123.456/0001-06,Supplier Enterprise 06 Ltd,7562.397822874571,6102,0.12,907.4877387449485
358,2026-04-30,07.123.456/0001-07,Supplier Enterprise 07 Ltd,9290.667597389172,6102,0.12,1114.8801116867007
359,2026-04-12,03.123.456/0001-03,Supplier Enterprise 03 Ltd,11589.742113093434,5405,0.12,1390.769053571212
360,2026-04-05,08.123.456/0001-08,Supplier Enterprise 08 Ltd,3035.160095275982,6102,0.12,364.2192114331178
361,2026-04-05,05.123.456/0001-05,Supplier Enterprise 05 Ltd,7787.208108719915,6102,0.12,934.4649730463898
362,2026-04-27,09.123.456/0001-09,Supplier Enterprise 09 Ltd,6280.61390269854,6102,0.12,753.6736683238248
363,2026-04-23,05.123.456/0001-05,Supplier Enterprise 05 Ltd,2622.4228863526123,5405,0.12,314.69074636231346
364,2026-04-09,09.123.456/0001-09,Supplier Enterprise 09 Ltd,5829.249123227206,5405,0.12,699.5098947872647
365,2026-04-09,10.123.456/0001-10,Supplier Enterprise 10 Ltd,1488.4984860896566,6102,0.12,178.6198183307588
366,2026-04-03,04.123.456/0001-04,Supplier Enterprise 04 Ltd,874.2726507675613,6102,0.12,104.91271809210735
367,2026-04-19,09.123.456/0001-09,Supplier Enterprise 09 Ltd,2459.9111927449303,5405,0.12,295.1893431293916
368,2026-04-16,05.123.456/0001-05,Supplier Enterprise 05 Ltd,14465.16911804302,5102,0.12,1735.8202941651625
369,2026-04-16,10.123.456/0001-10,Supplier Enterprise 10 Ltd,8468.178270477747,6102,0.12,1016.1813924573296
370,2026-04-03,09.123.456/0001-09,Supplier Enterprise 09 Ltd,14504.421336721689,5102,0.12,1740.5305604066027
371,2026-04-20,03.123.456/0001-03,Supplier Enterprise 03 Ltd,6771.2192357869135,6102,0.12,812.5463082944295
372,2026-04-24,04.123.456/0001-04,Supplier Enterprise 04 Ltd,5021.333929736264,5102,0.12,602.5600715683516
373,2026-04-22,09.123.456/0001-09,Supplier Enterprise 09 Ltd,7839.0570111835395,5102,0.12,940.6868413420248
374,2026-04-24,10.123.456/0001-10,Supplier Enterprise 10 Ltd,6872.919485177197,5102,0.12,824.7503382212636
375,2026-04-01,06.123.456/0001-06,Supplier Enterprise 06 Ltd,2032.1379217952867,5405,0.12,243.8565506154344
376,2026-04-24,02.123.456/0001-02,Supplier Enterprise 02 Ltd,9791.98156300799,5102,0.12,1175.0377875609588
377,2026-04-20,07.123.456/0001-07,Supplier Enterprise 07 Ltd,3632.5536463891945,5102,0.12,435.90643756670335
378,2026-04-11,02.123.456/0001-02,Supplier Enterprise 02 Ltd,9484.025346018529,5102,0.12,1138.0830415222233
379,2026-04-17,02.123.456/0001-02,Supplier Enterprise 02 Ltd,9927.915839773224,6102,0.12,1191.349900772787
380,2026-04-08,01.123.456/0001-01,Supplier Enterprise 01 Ltd,2704.3603703653976,5102,0.12,324.5232444438477
381,2026-04-04,03.123.456/0001-03,Supplier Enterprise 03 Ltd,1389.5695931046885,6102,0.12,166.74835117256262
382,2026-04-06,06.123.456/0001-06,Supplier Enterprise 06 Ltd,11821.042997992377,5102,0.12,1418.5251597590852
383,2026-04-08,08.123.456/0001-08,Supplier Enterprise 08 Ltd,7167.106144655143,5102,0.12,860.0527373586172
384,2026-04-20,09.123.456/0001-09,Supplier Enterprise 09 Ltd,1343.3750348293988,5405,0.12,161.20500417952786
385,2026-04-30,07.123.456/0001-07,Supplier Enterprise 07 Ltd,14925.561598961624,6102,0.12,1791.0673918753948
386,2026-04-03,04.123.456/0001-04,Supplier Enterprise 04 Ltd,1337.8181344473162,5102,0.12,160.53817613367795
387,2026-04-16,06.123.456/0001-06,Supplier Enterprise 06 Ltd,10578.010818449022,6102,0.12,1269.3612982138825
388,2026-04-30,05.123.456/0001-05,Supplier Enterprise 05 Ltd,14763.344416319498,6102,0.12,1771.6013299583396
389,2026-04-25,08.123.456/0001-08,Supplier Enterprise 08 Ltd,3968.1115111309214,5405,0.12,476.17338133571053
390,2026-04-03,01.123.456/0001-01,Supplier Enterprise 01 Ltd,2562.6158459643448,5405,0.12,307.5139015157214
391,2026-04-25,01.123.456/0001-01,Supplier Enterprise 01 Ltd,2260.0816216252188,5405,0.12,271.20979459502627
392,2026-04-29,06.123.456/0001-06,Supplier Enterprise 06 Ltd,4897.489639730135,5405,0.12,587.6987567676163
393,2026-04-18,10.123.456/0001-10,Supplier Enterprise 10 Ltd,1965.164259654377,5405,0.12,235.81971115852522
394,2026-04-14,02.123.456/0001-02,Supplier Enterprise 02 Ltd,10536.339454564913,5405,0.12,1264.3607345477897
395,2026-04-18,05.123.456/0001-05,Supplier Enterprise 05 Ltd,1403.231072885909,5405,0.12,168.38772874630908
396,2026-04-02,01.123.456/0001-01,Supplier Enterprise 01 Ltd,7886.620858171951,5405,0.12,946.3945029806341
397,2026-04-22,07.123.456/0001-07,Supplier Enterprise 07 Ltd,14952.104380868164,5102,0.12,1794.2525257041796
398,2026-04-03,01.123.456/0001-01,Supplier Enterprise 01 Ltd,12302.568907837272,6102,0.12,1476.3082689404725
399,2026-04-16,04.123.456/0001-04,Supplier Enterprise 04 Ltd,9420.681854349657,5405,0.12,1130.4818225219587
400,2026-04-29,09.123.456/0001-09,Supplier Enterprise 09 Ltd,4940.677501405869,5405,0.12,592.8813001687043
401,2026-04-09,01.123.456/0001-01,Supplier Enterprise 01 Ltd,9546.489626228758,6102,0.12,1145.578755147451
402,2026-04-04,04.123.456/0001-04,Supplier Enterprise 04 Ltd,8142.101226718949,5102,0.12,977.0521472062738
403,2026-04-01,06.123.456/0001-06,Supplier Enterprise 06 Ltd,6678.209066410386,6102,0.12,801.3850879692463
404,2026-04-04,06.123.456/0001-06,Supplier Enterprise 06 Ltd,2395.3004627328924,6102,0.12,287.4360555279471
405,2026-04-01,08.123.456/0001-08,Supplier Enterprise 08 Ltd,13355.761120986768,5405,0.12,1602.691334518412
406,2026-04-14,01.123.456/0001-01,Supplier Enterprise 01 Ltd,7021.877407909176,6102,0.12,842.6252889491011
407,2026-04-21,07.123.456/0001-07,Supplier Enterprise 07 Ltd,3322.0264214010936,6102,0.12,398.6431705681312
408,2026-04-16,01.123.456/0001-01,Supplier Enterprise 01 Ltd,5832.5105877207,5405,0.12,699.9012705264839
409,2026-04-20,07.123.456/0001-07,Supplier Enterprise 07 Ltd,6504.881411669442,5405,0.12,780.585769400333
410,2026-04-24,03.123.456/0001-03,Supplier Enterprise 03 Ltd,12499.299485719677,5405,0.12,2249.8739074295418
411,2026-04-08,08.123.456/0001-08,Supplier Enterprise 08 Ltd,11137.40851814033,5405,0.12,1336.4890221768396
412,2026-04-07,03.123.456/0001-03,Supplier Enterprise 03 Ltd,11654.920957799428,6102,0.12,1398.5905149359312
413,2026-04-03,01.123.456/0001-01,Supplier Enterprise 01 Ltd,659.9533342153846,6102,0.12,79.19440010584616
414,2026-04-17,08.123.456/0001-08,Supplier Enterprise 08 Ltd,6534.232973606542,5102,0.12,784.107956832785
415,2026-04-01,03.123.456/0001-03,Supplier Enterprise 03 Ltd,7479.490198712193,5102,0.12,897.5388238454631
416,2026-04-16,02.123.456/0001-02,Supplier Enterprise 02 Ltd,778.288013934322,6102,0.12,93.39456167211863
417,2026-04-12,01.123.456/0001-01,Supplier Enterprise 01 Ltd,4267.291526802996,5102,0.12,512.0749832163594
418,2026-04-27,03.123.456/0001-03,Supplier Enterprise 03 Ltd,11524.202435270958,6102,0.12,1382.9042922325148
419,2026-04-19,02.123.456/0001-02,Supplier Enterprise 02 Ltd,2488.0907330704863,5102,0.12,298.57088796845835
420,2026-04-22,02.123.456/0001-02,Supplier Enterprise 02 Ltd,8261.996906062579,5405,0.12,991.4396287275094
421,2026-04-23,06.123.456/0001-06,Supplier Enterprise 06 Ltd,3620.427144249944,5102,0.12,434.45125730999325
422,2026-04-22,01.123.456/0001-01,Supplier Enterprise 01 Ltd,675.7512323364524,5405,0.12,81.09014788037429
423,2026-04-14,02.123.456/0001-02,Supplier Enterprise 02 Ltd,3997.4211351933513,5405,0.12,719.5358043348032
424,2026-04-30,06.123.456/0001-06,Supplier Enterprise 06 Ltd,14650.16944619578,5405,0.12,1758.0203335434935
425,2026-04-06,03.123.456/0001-03,Supplier Enterprise 03 Ltd,12122.28812230335,5405,0.12,1454.6745746764018
426,2026-04-06,04.123.456/0001-04,Supplier Enterprise 04 Ltd,14413.861342654984,5102,0.12,1729.663361118598
427,2026-04-13,01.123.456/0001-01,Supplier Enterprise 01 Ltd,7573.883636932255,6102,0.12,908.8660364318706
428,2026-04-19,08.123.456/0001-08,Supplier Enterprise 08 Ltd,2091.174880823801,5405,0.12,250.94098569885608
429,2026-04-22,07.123.456/0001-07,Supplier Enterprise 07 Ltd,8445.412590118547,5102,0.12,1013.4495108142256
430,2026-04-08,07.123.456/0001-07,Supplier Enterprise 07 Ltd,7088.471351119433,5405,0.12,1275.9248432014979
431,2026-04-27,03.123.456/0001-03,Supplier Enterprise 03 Ltd,12743.17769972443,5102,0.12,1529.1813239669316
432,2026-04-27,10.123.456/0001-10,Supplier Enterprise 10 Ltd,1922.1974213715466,5102,0.12,230.66369056458558
433,2026-04-02,10.123.456/0001-10,Supplier Enterprise 10 Ltd,7579.496486815784,5102,0.12,909.5395784178941
434,2026-04-21,03.123.456/0001-03,Supplier Enterprise 03 Ltd,2675.705638062772,6102,0.12,321.0846765675326
435,2026-04-30,02.123.456/0001-02,Supplier Enterprise 02 Ltd,5207.800939905869,5102,0.12,624.9361127887042
436,2026-04-01,01.123.456/0001-01,Supplier Enterprise 01 Ltd,11191.677622123096,5102,0.12,1343.0013146547715
437,2026-04-28,07.123.456/0001-07,Supplier Enterprise 07 Ltd,7402.262875847115,6102,0.12,1332.4073176524805
438,2026-04-15,07.123.456/0001-07,Supplier Enterprise 07 Ltd,5950.380134613655,6102,0.12,714.0456161536385
439,2026-04-01,02.123.456/0001-02,Supplier Enterprise 02 Ltd,6219.906039265512,5102,0.12,746.3887247118614
440,2026-04-05,07.123.456/0001-07,Supplier Enterprise 07 Ltd,7161.978141886806,6102,0.12,1289.1560655396252
441,2026-04-28,08.123.456/0001-08,Supplier Enterprise 08 Ltd,11882.739885637326,5405,0.12,1425.928786276479
442,2026-04-29,01.123.456/0001-01,Supplier Enterprise 01 Ltd,13435.227989633398,5405,0.12,1612.2273587560078
443,2026-04-16,09.123.456/0001-09,Supplier Enterprise 09 Ltd,14352.35295430696,6102,0.12,1722.282354516835
444,2026-04-19,07.123.456/0001-07,Supplier Enterprise 07 Ltd,11910.099100701778,6102,0.12,1429.2118920842133
445,2026-04-04,03.123.456/0001-03,Supplier Enterprise 03 Ltd,5073.399988346185,5102,0.12,608.8079986015422
446,2026-04-03,08.123.456/0001-08,Supplier Enterprise 08 Ltd,10477.95323825486,6102,0.12,1257.3543885905833
447,2026-04-17,07.123.456/0001-07,Supplier Enterprise 07 Ltd,6845.245298803183,5102,0.12,821.4294358563819
448,2026-04-17,08.123.456/0001-08,Supplier Enterprise 08 Ltd,4192.724019667742,5405,0.12,503.12688236012906
449,2026-04-12,06.123.456/0001-06,Supplier Enterprise 06 Ltd,12692.637901675878,6102,0.12,1523.1165482011054
450,2026-04-28,09.123.456/0001-09,Supplier Enterprise 09 Ltd,1057.1820599537125,5102,0.12,126.86184719444549
451,2026-04-30,05.123.456/0001-05,Supplier Enterprise 05 Ltd,13575.54888596364,5102,0.12,1629.0658663156369
452,2026-04-29,03.123.456/0001-03,Supplier Enterprise 03 Ltd,7191.423237058645,5405,0.12,862.9707884470374
453,2026-04-14,03.123.456/0001-03,Supplier Enterprise 03 Ltd,9739.421413720067,6102,0.12,1168.730569646408
454,2026-04-21,01.123.456/0001-01,Supplier Enterprise 01 Ltd,10060.63187198385,5405,0.12,1207.2758246380617
455,2026-04-06,08.123.456/0001-08,Supplier Enterprise 08 Ltd,13479.207240244777,5102,0.12,1617.5048688293732
456,2026-04-03,02.123.456/0001-02,Supplier Enterprise 02 Ltd,9731.710391424505,5102,0.12,1751.7078704564108
457,2026-04-28,03.123.456/0001-03,Supplier Enterprise 03 Ltd,9402.036979020895,6102,0.12,1128.2444374825075
458,2026-04-09,08.123.456/0001-08,Supplier Enterprise 08 Ltd,1466.4545881300046,5102,0.12,175.97455057560055
459,2026-04-05,08.123.456/0001-08,Supplier Enterprise 08 Ltd,8016.916318205459,6102,0.12,962.029958184655
